Angle 0-360	Magnitude
48.489044	0.000000
46.014694	0.000000
48.331371	0.000000
45.866211	0.000000
44.988579	0.000000
44.298534	0.000000
40.386894	0.000000
39.480461	0.000000
42.554253	0.000000
45.747883	0.000000
47.246994	0.000000
44.522900	0.000000
43.188595	0.000000
47.049168	0.000000
49.958885	0.000000
49.618179	0.000000
51.641335	0.000000
47.777058	0.000000
48.529259	0.000000
46.105957	0.000000
46.013641	0.000000
46.846256	0.000000
49.547855	0.000000
51.366589	0.000000
50.406849	0.000000
52.664474	0.000000
53.250160	0.000000
50.959343	0.000000
48.266201	0.000000
51.470905	0.000000
50.739914	0.000000
49.117043	0.000000
46.746243	0.000000
46.827534	0.000000
46.018887	0.000000
46.148396	0.000000
47.332741	0.000000
43.909409	0.000000
38.513386	0.000000
40.509609	0.000000
43.923923	0.000000
45.929115	0.000000
47.754517	0.000000
47.791046	0.000000
48.963058	0.000000
49.568901	0.000000
50.359814	0.000000
49.164131	0.000000
48.935471	0.000000
48.780968	0.000000
50.321186	0.000000
46.893814	0.000000
47.563648	0.000000
48.522205	0.000000
50.703945	0.000000
50.589775	0.000000
51.956467	0.000000
54.358421	0.000000
52.324623	0.000000
49.758373	0.000000
50.084675	0.000000
51.862076	0.000000
49.199432	0.000000
47.554317	0.000000
47.645027	0.000000
48.074554	0.000000
45.229721	0.000000
45.341370	0.000000
42.371269	0.000000
41.749062	0.000000
39.727238	0.000000
42.870853	0.000000
47.206806	0.000000
47.083462	0.000000
46.165039	0.000000
48.335579	0.000000
48.778027	0.000000
52.191902	0.000000
52.476955	0.000000
56.423527	0.000000
56.073624	0.000000
55.102776	0.000000
54.649952	0.000000
52.177246	0.000000
